,id_carrera,nombre_carrera,descripcion_carrera,estado_carrera,fecha_inicio_vigencia_carrera,modalidad,jornada
2038,17cc0174-6944-11ed-b07a-0242ac1c0002,Ingeniería en Profesional de partería,Libero illum nam consequuntur fugit similique natus sequi. Tempore laboriosam nisi sit mollitia commodi. Tenetur minima nam fugit.,Activo,1961-09-24,Distancia,Vespertina
2039,17cc01e2-6944-11ed-b07a-0242ac1c0002,Licenciatura en Policías,Veritatis possimus incidunt omnis. Illo culpa reprehenderit laboriosam sit a a. Magni officia nesciunt deserunt.,Inactivo,1954-10-15,Distancia,Matutina
2040,17cc0250-6944-11ed-b07a-0242ac1c0002,Ingeniería en Operador de instalaciones para la preparación de pasta para papel y papel,Doloremque quibusdam rerum quia eveniet quidem. Nobis sed vitae neque possimus maxime consectetur minus. Dolorum fugit porro nihil earum nam temporibus est.,Activo,1956-08-21,Distancia,Intensiva
2041,17cc02be-6944-11ed-b07a-0242ac1c0002,Tecnología en Peón de obras públicas y mantenimiento,Suscipit libero atque ad officiis officia labore. Recusandae est officiis voluptates eum labore incidunt qui.,Activo,1941-10-03,Distancia,Vespertina
2042,17cc032c-6944-11ed-b07a-0242ac1c0002,Licenciatura en Meteorólogo,Veritatis eius provident nisi adipisci blanditiis expedita aspernatur. Doloremque ex officiis similique.,Inactivo,1940-03-17,Distancia,Intensiva
2043,17cc039a-6944-11ed-b07a-0242ac1c0002,Licenciatura en Mecánico y ajustador electricista,Ea rem quam. Cupiditate fuga quasi dolorum debitis harum hic voluptate.,Activo,1942-09-15,Distancia,En linea
2044,17cc0408-6944-11ed-b07a-0242ac1c0002,Tecnología en Demostrador de tiendas,Sunt reprehenderit iusto eaque maxime labore. Quo suscipit nesciunt eos modi laboriosam consequatur.,Inactivo,1973-11-19,Distancia,Vespertina
2045,17cc0476-6944-11ed-b07a-0242ac1c0002,Ingeniería en Ayudante de cocina,Rem reiciendis expedita ex beatae similique ipsum. Fuga optio quasi aliquam sequi porro odio facilis. Odio exercitationem quisquam nihil dolores minima magni. Libero dicta architecto ea veritatis.,Inactivo,1946-05-09,Distancia,En linea
2046,17cc04da-6944-11ed-b07a-0242ac1c0002,Ingeniería en Suboficial de las fuerzas armadas,Dolores repellat non laudantium molestias. Vero voluptatum odit temporibus non aspernatur repudiandae. Qui harum rerum sunt enim.,Inactivo,1961-11-09,Presencial,Vespertina
2047,17cc0548-6944-11ed-b07a-0242ac1c0002,Ingeniería en Desarrollador de software,Distinctio reprehenderit eum quos exercitationem sapiente enim iste. Laborum voluptatem excepturi aliquam error quasi quas facilis. Quasi sequi laudantium quisquam iste expedita.,Activo,1976-02-28,En linea,Matutina
2048,17cc05b6-6944-11ed-b07a-0242ac1c0002,Tecnología en Secretario (general),Dignissimos deserunt fugiat eius nemo illum. Aspernatur necessitatibus quia facilis natus beatae.,Inactivo,1975-06-25,Distancia,Intensiva
2049,17cc0638-6944-11ed-b07a-0242ac1c0002,Licenciatura en Vendedor de quioscos y de puestos de mercado,Nisi corporis dolorum voluptatibus exercitationem iusto distinctio. Culpa vitae autem impedit quae consectetur. Id dignissimos a quibusdam temporibus nesciunt.,Inactivo,1959-07-05,En linea,Matutina
2050,17cc06ce-6944-11ed-b07a-0242ac1c0002,"Licenciatura en Limpiador y asistente de oficinas, hoteles y otros establecimientos",Exercitationem delectus voluptatum vitae dignissimos cum. A aliquam at laudantium ea.,Inactivo,1960-12-22,Distancia,Matutina
2051,17cc073c-6944-11ed-b07a-0242ac1c0002,Tecnología en Educador para necesidades especiales,Cum rem voluptatem aut magnam aut atque ab. Voluptatibus necessitatibus reprehenderit exercitationem laborum ipsa ullam.,Activo,1974-03-23,Distancia,En linea
2052,17cc0836-6944-11ed-b07a-0242ac1c0002,Licenciatura en Personal de pompas fúnebres y embalsamador,Quas amet veritatis deleniti ad tempore consequatur dolorum. Eius placeat enim quod repellendus voluptatibus dicta. Eius quasi voluptate ullam.,Inactivo,1962-02-05,En linea,En linea
2053,17cc08e0-6944-11ed-b07a-0242ac1c0002,Ingeniería en Programador de aplicaciones,Culpa sunt alias rerum ab saepe itaque. Illum provident quia saepe enim. Culpa modi animi eveniet cum ea.,Inactivo,1941-07-01,Presencial,Vespertina
2054,17cc09a8-6944-11ed-b07a-0242ac1c0002,Tecnología en Dinamitero,Dignissimos asperiores est eveniet eos. Vitae repudiandae exercitationem fugiat nobis corrupti adipisci aperiam.,Inactivo,1952-02-23,En linea,Matutina
2055,17cc0a48-6944-11ed-b07a-0242ac1c0002,Ingeniería en Especialista en formación del personal,Minus dignissimos provident. Autem repellat eveniet voluptatem ullam debitis sit. Dolore autem recusandae accusamus mollitia. Amet placeat eum aspernatur recusandae quis id impedit.,Inactivo,1953-09-09,Presencial,En linea
2056,17cc0ae8-6944-11ed-b07a-0242ac1c0002,Tecnología en Bombero,Nemo suscipit voluptas at laboriosam in quaerat. Accusantium temporibus quo maxime.,Activo,1955-09-07,Distancia,En linea
2057,17cc0b60-6944-11ed-b07a-0242ac1c0002,Licenciatura en Peón forestales,Dolorem ab non porro sunt error corrupti.,Activo,1951-04-29,En linea,Vespertina
2058,17cc0bf6-6944-11ed-b07a-0242ac1c0002,Licenciatura en Director de recursos humanos,Aperiam error iure doloremque eius. Vel quia impedit eos placeat dolorem dolores.,Activo,1957-12-10,En linea,Intensiva
2059,17cc0c6e-6944-11ed-b07a-0242ac1c0002,Ingeniería en Profesor de música,Aliquam neque voluptates neque id natus accusantium.,Inactivo,1945-03-07,En linea,En linea
2060,17cc0cdc-6944-11ed-b07a-0242ac1c0002,Licenciatura en Mecánico y reparador de vehículos de motor,Voluptatum quis ipsam. Amet eveniet consequatur. Assumenda maxime maxime. Magni sapiente veniam ratione.,Activo,1956-09-26,En linea,Intensiva
2061,17cc0d40-6944-11ed-b07a-0242ac1c0002,Licenciatura en Oficinista general,Atque dolores nam nesciunt dolor incidunt voluptatibus. Ab quibusdam doloremque officiis veniam quidem harum.,Activo,1944-09-22,Distancia,En linea
2062,17cc0dd6-6944-11ed-b07a-0242ac1c0002,Ingeniería en Operador de plantas y máquinas de productos químicos,Harum eaque libero non. Placeat in quibusdam veritatis. Voluptatibus ratione sed autem delectus.,Inactivo,1964-07-04,En linea,En linea
2063,17cc0e4e-6944-11ed-b07a-0242ac1c0002,Licenciatura en Corrector de pruebas de imprenta,Ex facere saepe. Aspernatur perspiciatis omnis deserunt accusantium repudiandae culpa quos. Sunt quas soluta. Incidunt rem esse molestiae.,Activo,1955-04-10,En linea,Matutina
2064,17cc0ec6-6944-11ed-b07a-0242ac1c0002,Ingeniería en Operador de máquinas para fabricar productos de papel,Iusto natus tempore dolore ipsam enim rem. Vel dolor autem doloremque delectus dolor.,Inactivo,1964-01-20,En linea,Intensiva
2065,17cc0f34-6944-11ed-b07a-0242ac1c0002,Tecnología en Reparador de bicicletas,Doloribus libero quisquam quis velit quasi eveniet. Magnam dolorum voluptatibus corrupti veritatis.,Activo,1974-12-15,En linea,Matutina
2066,17cc0f98-6944-11ed-b07a-0242ac1c0002,Tecnología en Técnico en ciencias biológicas,Consequuntur voluptatum nemo veritatis molestias ab.,Inactivo,1979-09-21,Distancia,Vespertina
2067,17cc1056-6944-11ed-b07a-0242ac1c0002,Tecnología en Policías,Quas harum vel dolorum possimus. Cum delectus autem alias ducimus nesciunt. Molestias amet ea incidunt eos.,Activo,1960-09-05,En linea,Vespertina
2068,17cc10c4-6944-11ed-b07a-0242ac1c0002,Tecnología en Mecánico y reparador de vehículos de motor,Vero nam odit. A asperiores distinctio odit laudantium labore tempore. Ea mollitia porro accusantium.,Inactivo,1954-09-05,En linea,Matutina
2069,17cc1132-6944-11ed-b07a-0242ac1c0002,Licenciatura en Revisor y cobrador de los transportes públicos,Accusantium facilis omnis est accusamus ducimus. Voluptatibus veritatis id vero dolorem tempora.,Inactivo,1957-11-01,Presencial,Vespertina
2070,17cc11a0-6944-11ed-b07a-0242ac1c0002,Tecnología en Técnico en optometría y ópticos,Dolores cum ullam architecto odit nobis. Similique maiores hic omnis possimus neque voluptatibus.,Inactivo,1956-10-24,En linea,Vespertina
2071,17cc1204-6944-11ed-b07a-0242ac1c0002,Licenciatura en Lavador de ventanas,Eaque debitis quidem minima tempore eveniet facilis. Fuga necessitatibus explicabo error alias. Similique reprehenderit quia sequi quibusdam voluptas suscipit doloribus.,Inactivo,1949-01-03,Distancia,Matutina
2072,17cc1272-6944-11ed-b07a-0242ac1c0002,Ingeniería en Coreógrafo,Animi ratione tempora commodi. Ducimus illo quae fugiat alias. Incidunt explicabo doloribus.,Inactivo,1956-10-27,Distancia,Matutina
2073,17cc12e0-6944-11ed-b07a-0242ac1c0002,Tecnología en Guardagujas,Ipsam quod aperiam. Voluptates nostrum voluptas atque incidunt quam ab tenetur.,Inactivo,1945-05-19,Presencial,Vespertina
2074,17cc134e-6944-11ed-b07a-0242ac1c0002,Tecnología en Sombrerero,Saepe explicabo corrupti. Harum magnam facere expedita doloribus earum.,Inactivo,1942-06-30,Distancia,Vespertina
2075,17cc13bc-6944-11ed-b07a-0242ac1c0002,Licenciatura en Conductor de taxis,Similique deleniti deleniti.,Inactivo,1941-03-08,Presencial,Intensiva
2076,17cc142a-6944-11ed-b07a-0242ac1c0002,Licenciatura en Cajero de banco,Voluptatibus corrupti quas et exercitationem quaerat numquam labore. Sint minus dolores unde adipisci.,Activo,1972-03-06,En linea,Intensiva
2077,17cc1498-6944-11ed-b07a-0242ac1c0002,Licenciatura en Administrador de bases de datos,Earum deleniti cupiditate optio.,Inactivo,1977-04-13,Distancia,Intensiva
2078,17cc14fc-6944-11ed-b07a-0242ac1c0002,Tecnología en Operador de maquinaria agrícola y forestal móvil,Nesciunt adipisci perspiciatis voluptatum provident. Cum dolores corporis rerum excepturi.,Activo,1942-07-22,Distancia,En linea
2079,17cc156a-6944-11ed-b07a-0242ac1c0002,Ingeniería en Reparador de bicicletas,Neque magni nam voluptates ipsam beatae. Quae inventore repellat modi ullam culpa.,Activo,1948-06-04,Presencial,Matutina
2080,17cc15d8-6944-11ed-b07a-0242ac1c0002,Licenciatura en Inspector medioambiental y afines,Consequatur atque nobis repellendus ipsa rem deserunt. Dicta dolores pariatur soluta sunt eius voluptatem illo. Alias sequi ratione.,Inactivo,1949-07-27,En linea,Vespertina
2081,17cc1646-6944-11ed-b07a-0242ac1c0002,Licenciatura en Peletero,Enim autem inventore provident. Error beatae quisquam eveniet corrupti.,Inactivo,1976-03-16,Presencial,Intensiva
2082,17cc16aa-6944-11ed-b07a-0242ac1c0002,Ingeniería en Profesional de medicina alternativa,Pariatur sit ab adipisci sint. Impedit minima quisquam tempora.,Inactivo,1962-12-03,En linea,Vespertina
2083,17cc1718-6944-11ed-b07a-0242ac1c0002,Tecnología en Meteorólogo,Laudantium hic similique molestiae id. Ad quos nisi qui maiores mollitia. Repellendus reiciendis dolorem excepturi eveniet ea deleniti.,Inactivo,1941-02-27,En linea,Intensiva
2084,17cc17ae-6944-11ed-b07a-0242ac1c0002,Licenciatura en Arquitecto,Optio quas voluptate totam iusto eum. Ex doloribus repudiandae fugit a necessitatibus. Corrupti fugit cum sint fugiat.,Inactivo,1950-10-30,Distancia,Vespertina
2085,17cc181c-6944-11ed-b07a-0242ac1c0002,Tecnología en Operador de maquinaria agrícola y forestal móvil,Veniam earum nihil consectetur odit. Quasi deleniti atque rem.,Activo,1974-07-28,Presencial,Intensiva
2086,17cc1880-6944-11ed-b07a-0242ac1c0002,Tecnología en Organizador de conferencias y eventos,Modi tenetur mollitia excepturi magni quo. Voluptas deleniti laborum odit. Cumque dolorem alias laudantium quas.,Activo,1959-03-17,Distancia,Intensiva
2087,17cc18ee-6944-11ed-b07a-0242ac1c0002,Ingeniería en Ecónomo y mayordomos domésticos,Assumenda laborum quod magni repudiandae perspiciatis. Recusandae maxime provident temporibus ad quaerat voluptates praesentium. Quibusdam debitis deserunt cupiditate sunt iusto placeat.,Activo,1975-11-22,En linea,Matutina
2088,17cc195c-6944-11ed-b07a-0242ac1c0002,Tecnología en Sericultor,Voluptatem et minima nam. Ea inventore tenetur iure autem nobis.,Inactivo,1971-06-12,Presencial,Intensiva
2089,17cc19ca-6944-11ed-b07a-0242ac1c0002,Tecnología en Colchonero,Sint veritatis beatae dolore eveniet nemo qui nam. Incidunt nemo esse. Voluptate laudantium quas.,Inactivo,1973-05-13,Presencial,Intensiva
2090,17cc1c4a-6944-11ed-b07a-0242ac1c0002,Ingeniería en Técnico en redes y sistemas de computadores,Rerum explicabo id expedita aspernatur dolorem accusantium. Eveniet at quos laudantium iure. Minus culpa voluptatem optio necessitatibus et.,Inactivo,1964-02-10,Distancia,Matutina
2091,17cc1da8-6944-11ed-b07a-0242ac1c0002,Ingeniería en Diseñador multimedia,Illum inventore nobis labore rerum eos amet. Consectetur expedita omnis nemo iure maxime consectetur at. Ullam numquam quam magnam.,Inactivo,1964-06-02,En linea,En linea
2092,17cc1f24-6944-11ed-b07a-0242ac1c0002,Licenciatura en Conductor de camiones pesados,Voluptatum dolore soluta dolor doloribus aperiam. Maxime voluptatum fugit id suscipit.,Inactivo,1948-11-25,Presencial,Vespertina
2093,17cc1f9c-6944-11ed-b07a-0242ac1c0002,Tecnología en Albañil,Numquam esse rerum id quia ipsam. Animi veritatis earum ipsam ullam earum.,Activo,1954-04-16,Distancia,En linea
2094,17cc200a-6944-11ed-b07a-0242ac1c0002,Tecnología en Acarreador de agua,Earum praesentium aliquid facilis voluptatibus. Saepe est similique dicta perferendis odio ratione. Ratione numquam aliquam commodi temporibus.,Activo,1941-01-21,Distancia,En linea
2095,17cc2078-6944-11ed-b07a-0242ac1c0002,Licenciatura en Empleado de ventanillas de informaciones,Commodi qui fugiat doloremque.,Inactivo,1942-09-20,Presencial,Matutina
2096,17cc20fa-6944-11ed-b07a-0242ac1c0002,Tecnología en Trabajador de explotaciones de acuicultura,Voluptatem illum dolor dolorum asperiores. Aliquam laboriosam error temporibus mollitia nesciunt molestias explicabo. Dignissimos sequi voluptate magni reprehenderit aliquam impedit.,Inactivo,1977-01-06,Distancia,Intensiva
2097,17cc2168-6944-11ed-b07a-0242ac1c0002,Licenciatura en Clasificador de desechos,Voluptatem natus magni eveniet commodi officia voluptate. Debitis dicta perspiciatis nulla temporibus. Totam praesentium aperiam iure. Consequatur laboriosam qui distinctio.,Inactivo,1951-08-27,Distancia,Vespertina
2098,17cc21cc-6944-11ed-b07a-0242ac1c0002,Licenciatura en Profesional de la protección medioambiental,Atque veritatis dolor voluptatem consectetur quaerat velit.,Inactivo,1961-11-22,Distancia,Intensiva
2099,17cc223a-6944-11ed-b07a-0242ac1c0002,Licenciatura en Profesional de nivel medio del derecho y servicios legales,Dolorem ad pariatur eum minima labore. Illo eius non accusantium ipsam sit necessitatibus. Voluptates atque voluptate voluptates.,Activo,1972-05-19,Presencial,Vespertina
2100,17cc22a8-6944-11ed-b07a-0242ac1c0002,Tecnología en Instalador y reparador de líneas eléctricas,Ipsam quas consequatur dignissimos repellendus accusantium. Autem magnam consectetur dolorum esse inventore.,Inactivo,1942-08-16,Presencial,Vespertina
2101,17cc2348-6944-11ed-b07a-0242ac1c0002,Licenciatura en Soldador y oxicortador,Maiores magnam perferendis doloremque iure libero placeat. Recusandae minus minima perferendis aperiam. Deserunt repellat explicabo nulla laborum quae assumenda.,Activo,1959-03-29,En linea,Vespertina
2102,17cc23b6-6944-11ed-b07a-0242ac1c0002,Ingeniería en Historiador,Incidunt dolorum minus. Labore libero optio modi harum voluptatem unde deserunt. Dolorum quidem autem tempora. Molestias magnam quidem nulla quam a nihil.,Activo,1944-12-25,Presencial,Matutina
2103,17cc2424-6944-11ed-b07a-0242ac1c0002,Licenciatura en Cantante,Quasi eos delectus commodi consectetur in quae ullam. Animi fuga minus quidem magnam tempore. Et nemo sapiente beatae vero fugit laborum. Amet explicabo temporibus iste quis.,Activo,1953-12-04,Distancia,Intensiva
2104,17cc2492-6944-11ed-b07a-0242ac1c0002,Tecnología en Prestamista,Quis labore blanditiis hic impedit alias. Dolorem impedit quae consequatur quod a. Suscipit ipsam animi praesentium blanditiis.,Inactivo,1962-10-13,En linea,Intensiva
2105,17cc2500-6944-11ed-b07a-0242ac1c0002,Ingeniería en Patronista y cortador de tela,Illo eos ex vero impedit repellendus optio. Occaecati nemo autem beatae. Similique animi blanditiis doloremque pariatur eaque inventore molestias.,Activo,1964-04-09,Distancia,Matutina
2106,17cc256e-6944-11ed-b07a-0242ac1c0002,Ingeniería en Alfarero,Fugit velit incidunt voluptatibus. Molestias id nemo quo sed quasi nihil. Nulla dolore dolorem deserunt ipsa id distinctio.,Activo,1972-05-29,Presencial,En linea
2107,17cc25dc-6944-11ed-b07a-0242ac1c0002,Ingeniería en Catador de bebidas,Tempore modi ullam deserunt officiis illo. Sit vero voluptate sed. Beatae fugit id inventore ipsum.,Activo,1972-04-26,Presencial,Intensiva
2108,17cc2640-6944-11ed-b07a-0242ac1c0002,Tecnología en Limpiador y asistente doméstico,Minus voluptates nulla illum. Ipsam libero eveniet eius quaerat.,Inactivo,1946-10-27,Distancia,En linea
2109,17cc26ae-6944-11ed-b07a-0242ac1c0002,Ingeniería en Empleado de ventanillas de informaciones,Reprehenderit quasi qui et voluptas tenetur. Facilis alias pariatur id aliquam ipsa. Hic ullam maxime tenetur at impedit odit.,Activo,1949-11-15,Presencial,Vespertina
2110,17cc271c-6944-11ed-b07a-0242ac1c0002,"Tecnología en Gerente de sucursales de bancos, de servicios financieros y de seguros",Ratione ullam est dolorum nostrum. Temporibus corrupti quibusdam in consectetur.,Activo,1953-06-02,Presencial,Vespertina
2111,17cc278a-6944-11ed-b07a-0242ac1c0002,Tecnología en Policías,Distinctio minima magnam nam eos. Fugiat maiores iusto aliquam tenetur. Quae quasi ex eveniet cupiditate facere magnam iste.,Inactivo,1949-05-17,En linea,Intensiva
2112,17cc27f8-6944-11ed-b07a-0242ac1c0002,Licenciatura en Curador de museos,Cupiditate voluptates similique odit accusantium ipsa. Ex fuga nesciunt nobis impedit optio. Enim architecto officiis dolorem doloremque.,Inactivo,1961-04-28,Distancia,Intensiva
2113,17cc285c-6944-11ed-b07a-0242ac1c0002,Ingeniería en Practicante y asistente médico,Minima doloribus eaque excepturi quasi fugiat natus. Quidem nostrum ipsam autem temporibus quod.,Inactivo,1976-01-14,Distancia,En linea
2114,17cc28d4-6944-11ed-b07a-0242ac1c0002,Ingeniería en Barnizador,Architecto veritatis ipsum fuga. Eos mollitia aliquid at doloremque odio adipisci provident. Vel rerum molestiae voluptate.,Inactivo,1957-07-05,En linea,Vespertina
2115,17cc2938-6944-11ed-b07a-0242ac1c0002,Tecnología en Conductor de vehículos accionados a pedal o a brazo,Accusantium non hic quam dolorem saepe quam. Accusantium porro quisquam neque saepe numquam occaecati.,Activo,1970-10-05,Distancia,Intensiva
2116,17cc29a6-6944-11ed-b07a-0242ac1c0002,Tecnología en Cocinero de comidas rápidas,Maxime ex corrupti excepturi pariatur cupiditate.,Inactivo,1960-04-21,Distancia,En linea
2117,17cc2a28-6944-11ed-b07a-0242ac1c0002,Licenciatura en Regulador y operador de máquinas y herramientas,Eius veniam nulla dolor impedit dolorum temporibus rerum. Doloribus mollitia dicta eaque velit nobis.,Activo,1965-07-16,En linea,Matutina
2118,17cc2abe-6944-11ed-b07a-0242ac1c0002,Tecnología en Costurero,Voluptatibus non exercitationem doloremque. Molestias voluptatem esse dolorem necessitatibus. Blanditiis velit repudiandae vel accusantium aliquid. Molestias ut sint perferendis ut sit.,Inactivo,1954-11-02,Presencial,En linea
2119,17cc2b2c-6944-11ed-b07a-0242ac1c0002,Ingeniería en Maestro preescolar,Optio tempore nihil eveniet modi impedit ipsum. Dolor quaerat nisi non recusandae rerum dolorem.,Inactivo,1971-06-20,En linea,En linea
2120,17cc2b9a-6944-11ed-b07a-0242ac1c0002,Licenciatura en Pulidor de vidrio,Asperiores voluptas nobis porro voluptates repellat necessitatibus. Ipsa quaerat dolores officiis est cumque. Cum tempore sint veniam laboriosam.,Activo,1950-10-24,Distancia,Intensiva
2121,17cc2c12-6944-11ed-b07a-0242ac1c0002,Ingeniería en Agente inmobiliario,Ullam aspernatur nihil tempora hic veniam ut.,Activo,1960-05-02,Presencial,Matutina
2122,17cc2c80-6944-11ed-b07a-0242ac1c0002,Licenciatura en Gerente de comercios al por mayor y al por menor,Sequi hic cum vel non. Eius perferendis delectus sint.,Inactivo,1951-09-26,En linea,Matutina
2123,17cc2ce4-6944-11ed-b07a-0242ac1c0002,Ingeniería en Buzo,Veritatis suscipit debitis. Nemo est minus accusamus neque illum.,Inactivo,1975-03-04,En linea,Intensiva
2124,17cc2d52-6944-11ed-b07a-0242ac1c0002,Tecnología en Mayordomo doméstico,Sit esse reprehenderit reprehenderit asperiores. Error nihil quisquam quod dicta quia nisi consectetur.,Activo,1947-12-23,En linea,Vespertina
2125,17cc2dc0-6944-11ed-b07a-0242ac1c0002,Tecnología en Geólogo,Corrupti modi quas iste aspernatur vel architecto nihil. Modi hic nesciunt velit nam. Reiciendis praesentium modi corrupti id.,Activo,1977-01-29,Distancia,Vespertina
2126,17cc2e2e-6944-11ed-b07a-0242ac1c0002,Licenciatura en Técnico de prótesis médicas y dentales,Fuga odit quis excepturi nemo officia inventore. Cumque eligendi perferendis doloremque debitis accusantium.,Inactivo,1973-06-17,En linea,En linea
2127,17cc366c-6944-11ed-b07a-0242ac1c0002,Licenciatura en Auxiliar de maestro,Unde doloremque dolor tempora est. Velit necessitatibus minima necessitatibus. Cum voluptates omnis.,Inactivo,1973-10-11,En linea,En linea
2128,17cc36f8-6944-11ed-b07a-0242ac1c0002,Ingeniería en Director de producción agropecuaria y silvicultura,Ut magni quae odit sint in id possimus.,Activo,1954-04-18,Distancia,Vespertina
2129,17cc3766-6944-11ed-b07a-0242ac1c0002,Ingeniería en Recepcionista,Neque fugit deserunt dicta numquam vero rerum. Aliquam illo nulla perferendis nemo iusto neque.,Inactivo,1966-06-15,Presencial,Matutina
2130,17cc37d4-6944-11ed-b07a-0242ac1c0002,Licenciatura en Mecánico-montador de instalaciones de refrigeración y climatización,Molestias accusantium ab quo omnis. Occaecati rem dolorum dolorem.,Activo,1943-11-17,En linea,Matutina
2131,17cc3842-6944-11ed-b07a-0242ac1c0002,Tecnología en Operador de máquinas para fabricar productos de caucho,Culpa eius ipsam nihil delectus omnis. Dolor neque dolores animi earum. Harum ullam velit incidunt quidem. Sit sunt hic quidem labore sint placeat.,Inactivo,1951-05-07,Presencial,Matutina
2132,17cc38b0-6944-11ed-b07a-0242ac1c0002,Tecnología en Cajero,Iure incidunt dicta suscipit aut ratione sed. Distinctio architecto modi laudantium praesentium. Ratione dolor corrupti neque.,Activo,1974-07-28,Distancia,Intensiva
2133,17cc3914-6944-11ed-b07a-0242ac1c0002,Ingeniería en Técnico en seguridad aeronáutica,Quibusdam suscipit consectetur mollitia nostrum culpa. Odit minus dignissimos ratione. Possimus enim accusantium in.,Activo,1970-11-20,Distancia,En linea
2134,17cc3982-6944-11ed-b07a-0242ac1c0002,Licenciatura en Fabricante de instrumentos musicales,Tempora libero delectus quod. Itaque minus nobis tempora officiis. Numquam neque non esse.,Inactivo,1975-11-12,Presencial,En linea
2135,17cc39f0-6944-11ed-b07a-0242ac1c0002,Licenciatura en Especialista en formación del personal,Incidunt minus voluptate perspiciatis enim nesciunt temporibus blanditiis. Cum qui dolorem illo accusamus. Cupiditate molestias libero quidem laborum. Repudiandae ratione pariatur unde reiciendis vero.,Inactivo,1977-10-18,Presencial,Vespertina
2136,17cc3a5e-6944-11ed-b07a-0242ac1c0002,Licenciatura en Mecánico y reparador de motores de avión,Aut minima natus. Perspiciatis rem voluptates assumenda blanditiis veritatis id. Nostrum neque laborum tenetur accusantium iste necessitatibus. Enim excepturi sed nihil tenetur vitae.,Activo,1977-07-10,En linea,Vespertina
2137,17cc3ac2-6944-11ed-b07a-0242ac1c0002,Licenciatura en Acarreador de agua,Illo iusto temporibus eum reiciendis doloribus dolorem sapiente. Assumenda praesentium architecto illum asperiores enim. Nobis dignissimos inventore labore.,Inactivo,1970-10-13,En linea,En linea
2138,17cc3b4e-6944-11ed-b07a-0242ac1c0002,Tecnología en Instalador y reparador de líneas eléctricas,Ducimus nesciunt laudantium. Perferendis officiis natus pariatur nemo. Cupiditate aperiam nihil.,Activo,1961-07-12,Distancia,Matutina
2139,17cc3bbc-6944-11ed-b07a-0242ac1c0002,Licenciatura en Director de teatro,Dolor possimus aliquam rerum perspiciatis. Impedit nesciunt dolore mollitia hic praesentium veniam. Eius beatae eveniet itaque vero consequatur.,Activo,1978-02-06,En linea,Vespertina
2140,17cc3c2a-6944-11ed-b07a-0242ac1c0002,Ingeniería en Revisor y cobrador de los transportes públicos,Veniam totam ipsa maiores. Rerum tenetur odio adipisci.,Activo,1942-12-25,En linea,En linea
2141,17cc3c98-6944-11ed-b07a-0242ac1c0002,Licenciatura en Soplador de vidrio,Suscipit debitis dolores eos commodi ipsum. Architecto id libero officia veritatis ad. Laudantium fugiat quo a facilis. Neque in quae aperiam nemo nesciunt.,Inactivo,1943-01-11,En linea,Intensiva
2142,17cc3cfc-6944-11ed-b07a-0242ac1c0002,Tecnología en Clasificador de desechos,Veritatis ullam nisi sed perspiciatis consequatur aliquam. Amet repudiandae aspernatur. Ut deserunt inventore reprehenderit modi nobis.,Activo,1957-06-01,Distancia,En linea
2143,17cc3d6a-6944-11ed-b07a-0242ac1c0002,Tecnología en Techador,Ex suscipit ullam laboriosam possimus repellat doloremque. Vitae animi ex numquam occaecati voluptatem illo.,Activo,1970-03-09,En linea,Vespertina
2144,17cc3dd8-6944-11ed-b07a-0242ac1c0002,Ingeniería en Mensajero,Impedit molestiae autem neque placeat praesentium. Commodi ab quia molestiae neque veniam dignissimos odit. Aspernatur ad corrupti sequi architecto dignissimos magnam.,Activo,1969-02-27,En linea,Intensiva
2145,17cc3e46-6944-11ed-b07a-0242ac1c0002,Tecnología en Cocinero de comidas rápidas,Repellendus aut distinctio expedita. Dolorum maiores natus necessitatibus pariatur consequuntur tenetur.,Inactivo,1973-11-16,En linea,En linea
2146,17cc3eaa-6944-11ed-b07a-0242ac1c0002,Tecnología en Empleado de servicios de apoyo a la producción,Debitis dolores deleniti consequuntur blanditiis nobis maxime. Eligendi rem placeat quia quas distinctio aspernatur.,Activo,1957-08-15,Presencial,Matutina
2147,17cc3f18-6944-11ed-b07a-0242ac1c0002,Licenciatura en Astrólogo,Explicabo similique adipisci perferendis tenetur harum. Non ratione dolorum consequatur est rerum veniam deserunt. Quae quo porro.,Inactivo,1976-05-23,Presencial,Matutina
2148,17cc3f86-6944-11ed-b07a-0242ac1c0002,Ingeniería en Físico,Aperiam nisi incidunt.,Inactivo,1969-03-03,Distancia,Intensiva
2149,17cc3fea-6944-11ed-b07a-0242ac1c0002,Licenciatura en Asesor de inversiones,Blanditiis ad voluptatibus unde consequatur maxime.,Activo,1946-09-29,Distancia,Matutina
2150,17cc4058-6944-11ed-b07a-0242ac1c0002,Tecnología en Mecánico y reparador de motores de avión,Harum nihil eius ad modi minima sit cumque. Perspiciatis quas eum laborum itaque.,Activo,1960-03-26,En linea,Intensiva
2151,17cc4436-6944-11ed-b07a-0242ac1c0002,Ingeniería en Profesional en redes de computadores,Eligendi fugit repellendus ut tenetur saepe quisquam dolorem. Pariatur mollitia illo explicabo. Optio provident nobis cumque expedita molestiae eos.,Inactivo,1975-10-26,Presencial,Vespertina
2152,17cc44b8-6944-11ed-b07a-0242ac1c0002,Ingeniería en Técnico en documentación sanitaria,Culpa aspernatur aperiam saepe minus sit. Quibusdam repellendus quaerat corrupti. Porro alias soluta sunt molestiae.,Inactivo,1954-09-03,Presencial,En linea
