,id_cupo,fecha_aceptacion_cupo,hora_aceptacion_cupo,descripcion_cupo,tipo_cupo,estado_cupo
2385,dc2ad172-6943-11ed-8143-0242ac1c0002,2021-03-18,14:40:42,Tenetur sunt ad corrupti accusantium ipsum. Ex officia vero autem mollitia asperiores rerum. Cupiditate impedit aspernatur necessitatibus facere suscipit.,PRIMER NIVEL,Activo
2386,dc2ad208-6943-11ed-8143-0242ac1c0002,2021-05-25,03:23:08,Adipisci ab tempora optio. Sint porro repudiandae atque. Ullam et architecto possimus maxime laudantium.,PRIMER NIVEL,Inactivo
2387,dc2ad29e-6943-11ed-8143-0242ac1c0002,2022-06-17,13:55:34,Eius soluta asperiores in magni. Natus cupiditate id. Incidunt dolorem impedit.,PRIMER NIVEL,Activo
2388,dc2ad334-6943-11ed-8143-0242ac1c0002,2022-01-23,19:59:56,Cumque quaerat porro omnis ducimus cumque. Expedita numquam vitae officiis id incidunt veritatis.,NIVELACION,Inactivo
2389,dc2ad3d4-6943-11ed-8143-0242ac1c0002,2022-04-12,21:49:33,Et itaque voluptatem voluptates voluptatem itaque doloribus eaque. Corrupti culpa qui non voluptatem consequuntur natus. Quia dolores sequi pariatur suscipit unde earum.,PRIMER NIVEL,Inactivo
2390,dc2ad474-6943-11ed-8143-0242ac1c0002,2022-05-05,11:18:04,Tempore cupiditate earum saepe eos. Aut harum repellendus ducimus ipsum deleniti.,NIVELACION,Activo
2391,dc2ad514-6943-11ed-8143-0242ac1c0002,2022-06-06,04:17:10,Eveniet atque officiis numquam quam doloribus fuga. Dolor ut maxime qui. Ipsa expedita pariatur aperiam deleniti.,NIVELACION,Inactivo
2392,dc2ad5be-6943-11ed-8143-0242ac1c0002,2022-07-07,18:54:32,Fugit quisquam dolorem harum repellat.,PRIMER NIVEL,Inactivo
2393,dc2ad65e-6943-11ed-8143-0242ac1c0002,2021-04-24,23:05:05,Necessitatibus mollitia sequi voluptatum. Distinctio nisi itaque dignissimos esse molestias illo. Debitis est soluta deserunt nesciunt saepe.,NIVELACION,Activo
2394,dc2ad6f4-6943-11ed-8143-0242ac1c0002,2022-12-22,09:58:00,Ab non explicabo veniam sunt eos.,PRIMER NIVEL,Inactivo
2395,dc2ad794-6943-11ed-8143-0242ac1c0002,2021-07-23,02:01:13,Dolor quas cumque fuga suscipit dignissimos. Optio tenetur facilis possimus quaerat unde perferendis perferendis.,PRIMER NIVEL,Activo
2396,dc2ad82a-6943-11ed-8143-0242ac1c0002,2022-12-25,07:03:53,Inventore libero qui excepturi ad eos. Consequatur accusantium in.,NIVELACION,Activo
2397,dc2ad8ca-6943-11ed-8143-0242ac1c0002,2022-06-30,02:25:05,Repellat ab explicabo. Porro aliquam voluptas excepturi.,PRIMER NIVEL,Inactivo
2398,dc2ad96a-6943-11ed-8143-0242ac1c0002,2021-01-06,00:08:19,Voluptatum sapiente facere fugit sequi voluptatibus asperiores. Nostrum praesentium possimus voluptatum. Numquam unde illum maxime a.,NIVELACION,Activo
2399,dc2ada6e-6943-11ed-8143-0242ac1c0002,2022-02-22,06:20:27,Molestias aperiam dolores eum debitis harum facere. Deserunt voluptatibus quia architecto eos dolore laudantium.,NIVELACION,Activo
2400,dc2adb0e-6943-11ed-8143-0242ac1c0002,2021-03-29,09:11:54,Minus illo quibusdam fuga quae. Laudantium doloribus sequi nemo.,NIVELACION,Inactivo
2401,dc2adbb8-6943-11ed-8143-0242ac1c0002,2021-10-15,10:30:22,Vitae quos officia reprehenderit. Dignissimos iusto at sapiente beatae. Nihil iure vero consequatur.,NIVELACION,Inactivo
2402,dc2adc80-6943-11ed-8143-0242ac1c0002,2022-11-13,08:21:47,Repellat ut alias.,PRIMER NIVEL,Inactivo
2403,dc2add2a-6943-11ed-8143-0242ac1c0002,2022-12-09,19:48:06,Nulla optio sapiente numquam omnis tempore.,PRIMER NIVEL,Inactivo
2404,dc2addca-6943-11ed-8143-0242ac1c0002,2022-07-03,12:09:05,Inventore molestias animi dicta esse hic. Sint sequi illum et asperiores ipsam hic.,NIVELACION,Activo
2405,dc2ade6a-6943-11ed-8143-0242ac1c0002,2021-09-19,05:17:51,Error corrupti debitis voluptas veritatis unde similique. Sit necessitatibus voluptatem error officiis. Autem accusantium nulla exercitationem eius sed placeat.,NIVELACION,Activo
2406,dc2adf0a-6943-11ed-8143-0242ac1c0002,2021-06-22,17:47:44,Iusto veritatis cumque soluta culpa et. Tempora autem iusto cumque tempora temporibus dolores nobis. Assumenda repellat autem fugiat enim at.,NIVELACION,Activo
2407,dc2adfa0-6943-11ed-8143-0242ac1c0002,2022-01-14,15:21:32,Inventore rem doloremque accusantium asperiores facilis ipsa officia. Cupiditate debitis consequuntur exercitationem.,NIVELACION,Inactivo
2408,dc2ae16c-6943-11ed-8143-0242ac1c0002,2022-06-02,18:24:05,Distinctio asperiores rerum. Officia laudantium sequi dolore. Quibusdam debitis at beatae.,PRIMER NIVEL,Activo
2409,dc2ae220-6943-11ed-8143-0242ac1c0002,2022-04-18,11:29:14,Recusandae tenetur aut expedita ullam.,PRIMER NIVEL,Inactivo
2410,dc2ae2c0-6943-11ed-8143-0242ac1c0002,2021-09-15,09:15:32,Quaerat libero provident necessitatibus nihil. Quam voluptate architecto soluta.,NIVELACION,Activo
2411,dc2ae360-6943-11ed-8143-0242ac1c0002,2021-12-07,10:52:51,Sed nostrum molestias iste sed. Voluptates porro maiores commodi nulla magnam. Earum odit vero animi harum a iste.,PRIMER NIVEL,Activo
2412,dc2ae48c-6943-11ed-8143-0242ac1c0002,2021-10-20,03:15:20,Nulla possimus tempore nemo eius eaque eligendi.,NIVELACION,Activo
2413,dc2ae536-6943-11ed-8143-0242ac1c0002,2022-06-20,09:50:59,Saepe labore vel non. Quos tenetur rem et animi. Eveniet dolor nisi omnis ut maiores dolore officia.,PRIMER NIVEL,Activo
2414,dc2ae5cc-6943-11ed-8143-0242ac1c0002,2021-07-01,17:29:30,Similique harum veritatis impedit.,PRIMER NIVEL,Activo
2415,dc2ae676-6943-11ed-8143-0242ac1c0002,2021-07-06,01:55:23,Earum laborum maxime expedita. Tempora quis nisi nostrum. Neque quod laboriosam alias tenetur beatae accusantium. Vel ipsum cupiditate delectus ipsa atque sunt.,NIVELACION,Activo
2416,dc2ae720-6943-11ed-8143-0242ac1c0002,2022-06-03,19:25:19,Laboriosam ducimus mollitia ipsa hic sunt. Vitae ipsum molestias praesentium.,NIVELACION,Inactivo
2417,dc2ae7ca-6943-11ed-8143-0242ac1c0002,2022-07-21,08:19:10,Distinctio iusto laudantium aliquam blanditiis. Omnis maxime et veritatis labore accusantium ipsum.,NIVELACION,Inactivo
2418,dc2ae86a-6943-11ed-8143-0242ac1c0002,2021-07-01,04:32:45,Corporis officiis reiciendis nesciunt sint enim quod dolores. Esse ipsa eum laudantium molestiae.,NIVELACION,Activo
2419,dc2ae914-6943-11ed-8143-0242ac1c0002,2021-01-08,23:13:55,Ullam molestias quo animi. Tempora impedit nesciunt aut temporibus corrupti.,PRIMER NIVEL,Activo
2420,dc2ae9b4-6943-11ed-8143-0242ac1c0002,2022-06-01,10:15:01,Sunt quibusdam nobis sint.,NIVELACION,Activo
2421,dc2aea5e-6943-11ed-8143-0242ac1c0002,2021-09-12,01:32:04,Temporibus quasi repudiandae sed excepturi quam id. Tenetur nam iure quasi similique commodi. Cum sapiente inventore voluptatum aperiam cum magnam.,NIVELACION,Inactivo
2422,dc2aeafe-6943-11ed-8143-0242ac1c0002,2022-02-04,06:00:19,Voluptates nesciunt praesentium mollitia aspernatur similique deleniti. Ab unde ullam esse inventore quidem.,NIVELACION,Inactivo
2423,dc2aeba8-6943-11ed-8143-0242ac1c0002,2021-08-31,21:00:14,Debitis iure corporis perferendis ducimus dolor corporis. Nisi itaque libero ad explicabo facilis pariatur. Vel sequi exercitationem esse expedita rem tempora.,NIVELACION,Inactivo
2424,dc2aec52-6943-11ed-8143-0242ac1c0002,2022-08-12,01:53:59,Eius ipsam voluptatibus. Dolorem dolores impedit incidunt. Quam quasi placeat placeat voluptas.,NIVELACION,Inactivo
2425,dc2aecfc-6943-11ed-8143-0242ac1c0002,2022-03-04,07:38:35,Quis blanditiis eaque a laborum accusamus. Sit necessitatibus eos officiis minus voluptatum natus iure. Molestiae quidem reprehenderit laudantium ducimus. Ad esse corrupti.,NIVELACION,Inactivo
2426,dc2aed9c-6943-11ed-8143-0242ac1c0002,2021-08-28,08:41:29,Architecto occaecati autem quas. Ex cupiditate perspiciatis adipisci recusandae. Nemo explicabo debitis. Impedit asperiores molestias explicabo laborum ullam ad.,PRIMER NIVEL,Activo
2427,dc2aee50-6943-11ed-8143-0242ac1c0002,2022-08-26,12:14:44,Quod eaque saepe consequatur officia. Vel sequi placeat quas. Itaque reiciendis saepe ut animi mollitia esse.,PRIMER NIVEL,Inactivo
2428,dc2aeefa-6943-11ed-8143-0242ac1c0002,2022-09-02,06:46:33,Facere doloribus voluptatibus facilis. Commodi eligendi rem incidunt voluptatum.,PRIMER NIVEL,Activo
2429,dc2aef9a-6943-11ed-8143-0242ac1c0002,2022-01-13,18:40:19,Ullam commodi odio minima nobis aut dolore debitis. Quaerat repudiandae harum. Laborum magnam consequatur.,PRIMER NIVEL,Activo
2430,dc2af03a-6943-11ed-8143-0242ac1c0002,2021-06-22,03:36:16,Cum repellat esse perferendis recusandae necessitatibus natus. Voluptate aspernatur commodi dolorum id vitae.,PRIMER NIVEL,Activo
2431,dc2af10c-6943-11ed-8143-0242ac1c0002,2021-07-08,15:23:33,Exercitationem fuga beatae eligendi dolor et culpa eius. Sit ducimus totam deleniti iusto. Temporibus ipsa quam consequuntur.,NIVELACION,Inactivo
2432,dc2af1b6-6943-11ed-8143-0242ac1c0002,2021-06-21,00:12:44,Atque magni quae voluptas cupiditate ab. Optio optio voluptates repudiandae.,NIVELACION,Activo
2433,dc2af256-6943-11ed-8143-0242ac1c0002,2021-06-04,04:42:07,Molestiae sint veniam mollitia adipisci hic. Itaque adipisci esse. Velit quidem mollitia deleniti praesentium.,NIVELACION,Inactivo
2434,dc2af300-6943-11ed-8143-0242ac1c0002,2022-10-09,03:03:10,Itaque doloribus voluptas vitae. Placeat eaque facilis recusandae quibusdam veniam odit.,NIVELACION,Activo
2435,dc2af396-6943-11ed-8143-0242ac1c0002,2022-08-15,06:58:50,Id beatae quas tempora. Distinctio quasi quia numquam minus. Atque laudantium mollitia eum.,NIVELACION,Activo
2436,dc2af436-6943-11ed-8143-0242ac1c0002,2022-10-07,03:44:12,Labore aperiam quidem ea maxime repellat. Minus necessitatibus enim reiciendis laborum tenetur placeat saepe. Omnis est iusto nisi doloremque aut.,NIVELACION,Inactivo
2437,dc2af4d6-6943-11ed-8143-0242ac1c0002,2021-08-29,05:46:06,Aliquam aliquid necessitatibus saepe dignissimos magnam sint. Maiores debitis molestiae inventore est modi sint maiores.,NIVELACION,Activo
2438,dc2af576-6943-11ed-8143-0242ac1c0002,2022-10-22,20:51:44,Ab saepe sapiente aperiam magni soluta numquam.,NIVELACION,Inactivo
2439,dc2af616-6943-11ed-8143-0242ac1c0002,2022-12-15,09:47:12,Deleniti aliquid totam alias nostrum magnam a. Aperiam ex excepturi at voluptate. Quia laboriosam debitis placeat sit. Incidunt ut impedit odit praesentium.,PRIMER NIVEL,Inactivo
2440,dc2af6b6-6943-11ed-8143-0242ac1c0002,2022-09-02,05:19:12,Mollitia porro soluta animi aliquam sunt eveniet. Minus impedit dignissimos quia ratione quidem.,PRIMER NIVEL,Inactivo
2441,dc2af742-6943-11ed-8143-0242ac1c0002,2022-11-13,14:02:12,Eos voluptatum dolor minima deserunt corporis quod cum. Nostrum facilis molestias ab. Maiores quae corporis id.,PRIMER NIVEL,Inactivo
2442,dc2af7ec-6943-11ed-8143-0242ac1c0002,2022-04-30,19:54:40,Adipisci numquam dicta. Molestias error voluptas ipsa possimus eaque illum.,PRIMER NIVEL,Activo
2443,dc2af896-6943-11ed-8143-0242ac1c0002,2022-12-24,17:18:15,Iure non quibusdam numquam. Consequuntur ex officiis quia inventore omnis. Earum ut explicabo molestiae.,NIVELACION,Activo
2444,dc2af986-6943-11ed-8143-0242ac1c0002,2021-03-24,17:36:47,At quod impedit illum.,PRIMER NIVEL,Activo
2445,dc2afa3a-6943-11ed-8143-0242ac1c0002,2022-10-31,22:08:27,Nam mollitia perspiciatis. Repudiandae molestias atque eveniet impedit doloremque eveniet.,NIVELACION,Activo
2446,dc2afaee-6943-11ed-8143-0242ac1c0002,2021-02-03,06:52:44,Enim quam eum aspernatur minus. Dolores nostrum debitis animi. Nihil quo aliquam fugit dignissimos recusandae nulla.,PRIMER NIVEL,Inactivo
2447,dc2afb8e-6943-11ed-8143-0242ac1c0002,2022-04-11,21:48:44,Porro nostrum tempore sed cumque. Non rerum qui repellat. Maxime facilis ipsum doloribus eaque dolorem.,PRIMER NIVEL,Inactivo
2448,dc2afc42-6943-11ed-8143-0242ac1c0002,2021-01-22,13:44:01,Voluptatum inventore quae ab voluptate.,PRIMER NIVEL,Inactivo
2449,dc2afcf6-6943-11ed-8143-0242ac1c0002,2022-01-29,23:57:51,Autem ducimus porro. Pariatur commodi sint mollitia assumenda.,PRIMER NIVEL,Activo
2450,dc2afda0-6943-11ed-8143-0242ac1c0002,2022-04-14,13:20:26,Occaecati magni enim et adipisci atque itaque ipsum. Amet itaque exercitationem officia repudiandae aliquid. Odio laboriosam explicabo non vel perferendis.,NIVELACION,Activo
2451,dc2afe4a-6943-11ed-8143-0242ac1c0002,2021-08-11,05:29:44,Earum numquam odio quaerat. Ad cum blanditiis velit vel provident commodi. Tempora ut voluptatibus eius.,PRIMER NIVEL,Activo
2452,dc2aff08-6943-11ed-8143-0242ac1c0002,2021-08-14,00:53:40,Cumque quo pariatur quae. Temporibus facilis quod nihil cum.,PRIMER NIVEL,Activo
2453,dc2affb2-6943-11ed-8143-0242ac1c0002,2022-08-18,04:54:59,Cupiditate corporis voluptatum exercitationem vitae exercitationem cum. Soluta ratione magni culpa. Iste a impedit debitis. Ducimus officiis quidem sint at nisi.,NIVELACION,Activo
2454,dc2b005c-6943-11ed-8143-0242ac1c0002,2022-05-16,06:06:16,Quidem quaerat mollitia facere. Tempore quibusdam esse quis.,NIVELACION,Inactivo
2455,dc2b0174-6943-11ed-8143-0242ac1c0002,2022-04-01,14:04:14,Alias nostrum aliquam sunt.,PRIMER NIVEL,Activo
2456,dc2b0228-6943-11ed-8143-0242ac1c0002,2021-10-05,10:48:38,Beatae delectus eveniet deleniti. Tempora voluptatibus rerum consectetur optio ab molestias.,PRIMER NIVEL,Inactivo
2457,dc2b02dc-6943-11ed-8143-0242ac1c0002,2022-01-05,04:31:05,Molestiae temporibus tempora. Atque esse voluptatum quasi deserunt. Illum exercitationem in doloremque corporis corrupti.,NIVELACION,Activo
2458,dc2b0390-6943-11ed-8143-0242ac1c0002,2021-11-24,02:14:35,Quisquam nam consequatur atque. Perferendis doloribus incidunt quidem. Incidunt in architecto sint.,NIVELACION,Activo
2459,dc2b043a-6943-11ed-8143-0242ac1c0002,2022-09-21,13:02:47,Ipsam tempore nam eaque voluptatem facere. Maxime quisquam laboriosam voluptatem voluptatibus. Neque quidem quasi.,NIVELACION,Activo
2460,dc2b04e4-6943-11ed-8143-0242ac1c0002,2022-11-09,02:31:01,Dolorem perspiciatis necessitatibus assumenda deleniti facilis. Repudiandae sequi architecto consequatur itaque facere occaecati iste.,PRIMER NIVEL,Activo
2461,dc2b058e-6943-11ed-8143-0242ac1c0002,2022-10-04,06:33:21,Repudiandae deserunt nostrum fugiat error quibusdam quos omnis. Molestiae maiores sequi mollitia qui eveniet quaerat.,PRIMER NIVEL,Activo
2462,dc2b0638-6943-11ed-8143-0242ac1c0002,2022-11-09,05:42:54,Quos esse consectetur consequatur porro iusto. Ut dolor velit velit.,NIVELACION,Activo
2463,dc2b076e-6943-11ed-8143-0242ac1c0002,2021-12-15,20:17:21,Non quidem esse fuga pariatur voluptate hic. In impedit nesciunt. Dicta hic rem.,PRIMER NIVEL,Activo
2464,dc2b084a-6943-11ed-8143-0242ac1c0002,2022-11-08,23:51:35,Laborum reiciendis non cumque. Laborum numquam ullam inventore aliquid veritatis est quibusdam. Quibusdam facere voluptatibus exercitationem culpa ab iste incidunt.,PRIMER NIVEL,Inactivo
2465,dc2b098a-6943-11ed-8143-0242ac1c0002,2022-11-29,17:18:18,Voluptate consequuntur dolorem velit. Rem voluptates possimus ipsa. Accusamus quae officia.,NIVELACION,Activo
2466,dc2b0a3e-6943-11ed-8143-0242ac1c0002,2021-12-06,15:15:21,Odio quia aut quae minima libero. Numquam ipsa minima officia doloremque mollitia sequi. Quam amet ducimus similique neque pariatur quidem.,NIVELACION,Inactivo
2467,dc2b0ae8-6943-11ed-8143-0242ac1c0002,2022-07-04,14:18:57,In aliquid facilis esse. Quam eligendi non autem tempore doloribus error labore.,NIVELACION,Inactivo
2468,dc2b0ba6-6943-11ed-8143-0242ac1c0002,2022-04-16,01:52:07,Laudantium beatae ullam. Dicta quidem iusto ipsam aperiam deleniti. Amet molestiae soluta commodi.,NIVELACION,Activo
2469,dc2b0c50-6943-11ed-8143-0242ac1c0002,2021-02-04,07:29:19,Rem nulla harum dicta quo. Adipisci dolorem numquam molestias dolores fugiat natus et.,PRIMER NIVEL,Inactivo
2470,dc2b0d04-6943-11ed-8143-0242ac1c0002,2021-03-09,18:44:21,Non illum culpa consequuntur. Perspiciatis omnis tenetur perferendis neque eaque quis.,PRIMER NIVEL,Activo
2471,dc2b0db8-6943-11ed-8143-0242ac1c0002,2022-07-22,02:40:47,Quod neque omnis debitis dolores. Recusandae dolor quod reprehenderit tempora nesciunt. Iste veritatis doloremque quam.,NIVELACION,Activo
2472,dc2b0e62-6943-11ed-8143-0242ac1c0002,2021-04-05,06:12:11,Possimus cumque hic iure. Consequuntur perspiciatis repellat optio omnis unde quam temporibus.,PRIMER NIVEL,Activo
2473,dc2b0f0c-6943-11ed-8143-0242ac1c0002,2021-03-10,18:47:31,Necessitatibus velit dolorem. Dolores ex repudiandae quasi aspernatur.,NIVELACION,Activo
2474,dc2b0fb6-6943-11ed-8143-0242ac1c0002,2021-01-21,16:24:31,Consectetur ipsum quo possimus odio tempora aliquam. Voluptates officiis odio suscipit. Nostrum quae nostrum suscipit aliquam laborum maiores neque. Quaerat nulla impedit qui nostrum blanditiis exercitationem.,NIVELACION,Inactivo
2475,dc2b1146-6943-11ed-8143-0242ac1c0002,2021-12-30,15:42:00,Atque repudiandae magni iste cum ipsam velit. Labore distinctio architecto error ipsam iusto odit. Aliquid ab minus nihil quod accusantium. Fuga qui consequatur consequatur.,NIVELACION,Inactivo
2476,dc2b11fa-6943-11ed-8143-0242ac1c0002,2021-10-28,20:41:20,Sunt laudantium veritatis iusto optio aut amet. Recusandae commodi debitis deleniti ipsam atque rem. At eum provident molestias.,NIVELACION,Inactivo
2477,dc2b12ae-6943-11ed-8143-0242ac1c0002,2021-02-06,10:07:02,Neque fuga ducimus repellat rem deleniti sit. Voluptatibus nemo id aliquid facere. Ullam fuga impedit consequatur.,NIVELACION,Activo
2478,dc2b136c-6943-11ed-8143-0242ac1c0002,2021-02-26,17:28:34,Architecto iure sapiente necessitatibus asperiores.,PRIMER NIVEL,Inactivo
2479,dc2b1416-6943-11ed-8143-0242ac1c0002,2022-04-12,09:21:56,Omnis non distinctio ut debitis libero rerum. Inventore dolore accusamus hic explicabo doloremque voluptas. Officiis est aut.,NIVELACION,Inactivo
2480,dc2b14ca-6943-11ed-8143-0242ac1c0002,2021-03-22,23:26:03,At atque ab nobis. Illo fugit a minima incidunt odit. Quaerat mollitia officiis esse in odio labore.,NIVELACION,Inactivo
2481,dc2b15a6-6943-11ed-8143-0242ac1c0002,2021-10-06,21:24:44,Eos saepe at doloribus. Ipsum quam rem esse quisquam magni. Excepturi porro numquam accusantium.,PRIMER NIVEL,Activo
2482,dc2b1650-6943-11ed-8143-0242ac1c0002,2022-12-17,04:25:34,Unde non officiis harum. Blanditiis pariatur in autem quibusdam architecto et.,NIVELACION,Activo
2483,dc2b1704-6943-11ed-8143-0242ac1c0002,2022-02-05,20:59:57,Qui labore eos atque repellendus. Tenetur eaque quibusdam doloribus. Quidem ullam ea reiciendis ad.,NIVELACION,Activo
2484,dc2b17b8-6943-11ed-8143-0242ac1c0002,2022-05-13,22:19:23,Distinctio ducimus dolores numquam porro voluptatum est. Molestiae deserunt perferendis nostrum totam. Magnam molestias iste.,PRIMER NIVEL,Inactivo
2485,dc2b186c-6943-11ed-8143-0242ac1c0002,2021-07-01,19:25:55,Dolorum molestiae repellendus. Voluptatibus nemo similique eveniet nihil.,NIVELACION,Inactivo
2486,dc2b1934-6943-11ed-8143-0242ac1c0002,2021-05-04,19:02:10,Dolorem facilis necessitatibus similique assumenda numquam velit. Itaque animi consectetur eum in explicabo. Amet occaecati numquam eveniet vitae sunt alias fugit. Ipsum quas sit voluptatum consectetur.,NIVELACION,Activo
2487,dc2b19de-6943-11ed-8143-0242ac1c0002,2022-09-07,07:32:05,Accusamus minus rerum quasi.,PRIMER NIVEL,Inactivo
2488,dc2b1a88-6943-11ed-8143-0242ac1c0002,2021-12-04,08:53:08,Ea eum assumenda corporis. Voluptas consectetur suscipit eligendi repellat tenetur eius.,PRIMER NIVEL,Activo
2489,dc2b1b32-6943-11ed-8143-0242ac1c0002,2022-08-10,06:02:29,Voluptas quasi earum amet maxime quaerat in expedita. Cum enim ipsam minima. In at ipsam quos occaecati ea voluptatibus. Deserunt libero quasi dicta omnis magni unde quae.,NIVELACION,Activo
2490,dc2b1bdc-6943-11ed-8143-0242ac1c0002,2022-01-30,11:05:01,Dolorum quae optio explicabo libero earum.,NIVELACION,Inactivo
2491,dc2b1c9a-6943-11ed-8143-0242ac1c0002,2021-02-26,15:17:40,Vitae necessitatibus numquam velit atque adipisci. Excepturi at maiores. Culpa eligendi ea.,NIVELACION,Activo
2492,dc2b1d4e-6943-11ed-8143-0242ac1c0002,2021-05-19,19:21:36,Suscipit occaecati commodi eum sunt delectus incidunt. Officia officia ea perspiciatis minima. Ex maiores totam ea laboriosam optio.,PRIMER NIVEL,Activo
2493,dc2b1df8-6943-11ed-8143-0242ac1c0002,2022-02-20,21:12:45,Nam itaque non aliquam nisi quos reiciendis.,PRIMER NIVEL,Inactivo
2494,dc2b1e98-6943-11ed-8143-0242ac1c0002,2022-11-03,10:20:37,Laboriosam dicta ipsa quam. Laboriosam minus quaerat commodi fuga aliquid.,PRIMER NIVEL,Inactivo
2495,dc2b1f4c-6943-11ed-8143-0242ac1c0002,2021-10-26,12:27:44,Explicabo animi sint nisi tenetur tenetur ducimus. Sed voluptates neque excepturi velit. Dolorem odio tenetur tempora illo.,PRIMER NIVEL,Inactivo
2496,dc2b2000-6943-11ed-8143-0242ac1c0002,2021-04-08,18:28:41,Laudantium dolorem consequuntur. Distinctio alias facere quisquam odio. Dicta iure sunt beatae quos nesciunt.,PRIMER NIVEL,Inactivo
2497,dc2b20a0-6943-11ed-8143-0242ac1c0002,2022-05-02,22:32:31,Distinctio mollitia voluptas. Maiores fugiat inventore qui.,PRIMER NIVEL,Activo
2498,dc2b2140-6943-11ed-8143-0242ac1c0002,2021-07-02,10:22:34,Quisquam minima beatae consectetur est doloremque. Possimus asperiores libero voluptates minus aut ex.,NIVELACION,Inactivo
2499,dc2b21cc-6943-11ed-8143-0242ac1c0002,2022-12-30,22:10:37,Aliquid quam a. Incidunt sunt dolorum eos et libero.,PRIMER NIVEL,Activo
2500,dc2b2280-6943-11ed-8143-0242ac1c0002,2022-08-09,01:35:47,Magnam quod voluptate tempore fugiat. Iste quo dolorum nihil suscipit blanditiis temporibus. Libero aspernatur in dolorem.,NIVELACION,Inactivo
2501,dc2b232a-6943-11ed-8143-0242ac1c0002,2022-02-04,15:25:54,Blanditiis dignissimos esse veniam odit modi nemo. Impedit deserunt officiis aut. Et ea voluptatibus.,PRIMER NIVEL,Inactivo
2502,dc2b23ca-6943-11ed-8143-0242ac1c0002,2022-07-18,22:50:54,Fugit expedita illum ipsa exercitationem sequi. Adipisci deserunt voluptatem voluptates accusantium illum illo molestias.,PRIMER NIVEL,Inactivo
2503,dc2b246a-6943-11ed-8143-0242ac1c0002,2022-02-26,21:33:26,Sed necessitatibus suscipit pariatur debitis adipisci. Similique dolorem hic amet.,NIVELACION,Activo
2504,dc2b2500-6943-11ed-8143-0242ac1c0002,2022-11-21,02:06:57,Non dolorem eaque iste dolorem saepe incidunt. Voluptatem ad blanditiis asperiores quidem. Sed ex nostrum quisquam architecto at.,PRIMER NIVEL,Activo
2505,dc2b25b4-6943-11ed-8143-0242ac1c0002,2021-06-14,04:03:33,Fuga ipsum alias eos molestiae. Libero eius repellat dolore necessitatibus corrupti quo. Numquam animi fuga unde recusandae deleniti architecto.,PRIMER NIVEL,Activo
2506,dc2b2654-6943-11ed-8143-0242ac1c0002,2021-11-11,21:25:32,Impedit autem quod odit in reprehenderit ea. Natus accusamus ipsa ipsa rerum est quos.,NIVELACION,Activo
2507,dc2b271c-6943-11ed-8143-0242ac1c0002,2021-07-24,02:39:52,Maxime voluptatibus repellendus non illum laudantium assumenda. Aperiam perferendis unde tenetur inventore reiciendis. Dolor exercitationem architecto maiores.,NIVELACION,Activo
2508,dc2b280c-6943-11ed-8143-0242ac1c0002,2021-02-23,14:23:06,Excepturi hic veniam iste aut quasi optio. Nisi quod repellat ex eligendi aliquid architecto quae.,NIVELACION,Activo
2509,dc2b28d4-6943-11ed-8143-0242ac1c0002,2022-07-10,21:25:37,Sequi nisi excepturi corrupti dolor corrupti. Exercitationem rerum tempore nisi.,PRIMER NIVEL,Inactivo
2510,dc2b2974-6943-11ed-8143-0242ac1c0002,2022-09-06,03:07:42,Magnam voluptatibus nobis reiciendis ipsam nam. Provident corporis eligendi necessitatibus aliquam blanditiis impedit id. Soluta quae aut eligendi aliquid dicta deleniti.,NIVELACION,Activo
2511,dc2b2a14-6943-11ed-8143-0242ac1c0002,2022-09-17,22:47:01,Magnam dolorum aut debitis hic. Unde modi quidem sed optio error dolore.,NIVELACION,Inactivo
2512,dc2b2aaa-6943-11ed-8143-0242ac1c0002,2021-12-09,15:30:12,Nulla sunt officiis accusamus repellat reiciendis. Illo cum temporibus facere.,NIVELACION,Inactivo
2513,dc2b2b4a-6943-11ed-8143-0242ac1c0002,2022-01-22,00:13:45,Est officiis molestiae impedit culpa quae quasi. Voluptatum non et molestias. Molestias aliquam quidem sunt expedita enim quod ducimus.,PRIMER NIVEL,Inactivo
2514,dc2b2bea-6943-11ed-8143-0242ac1c0002,2022-10-27,12:52:47,Doloribus suscipit ducimus soluta.,NIVELACION,Inactivo
2515,dc2b2c80-6943-11ed-8143-0242ac1c0002,2021-09-10,14:30:55,In asperiores incidunt debitis. Repudiandae doloremque officiis. Sunt ipsum deserunt doloribus eius error. Inventore amet rem necessitatibus.,PRIMER NIVEL,Inactivo
2516,dc2b2d20-6943-11ed-8143-0242ac1c0002,2022-03-09,09:33:26,Occaecati placeat voluptates eum fuga. Ex esse molestias fuga tempore sint. Iste nihil voluptates tempora culpa id velit.,NIVELACION,Inactivo
2517,dc2b2dc0-6943-11ed-8143-0242ac1c0002,2022-03-29,22:53:55,Maxime minus sed pariatur ut. Distinctio molestiae quasi consectetur dolores possimus nam.,NIVELACION,Activo
2518,dc2b2fbe-6943-11ed-8143-0242ac1c0002,2022-08-22,08:33:36,Maxime corporis vero tempora. Repudiandae error nostrum numquam accusamus commodi hic possimus. Consequatur est soluta voluptatem ea voluptate.,PRIMER NIVEL,Activo
2519,dc2b3072-6943-11ed-8143-0242ac1c0002,2021-03-26,10:46:16,Animi numquam odio maxime. Repudiandae tempora soluta mollitia.,NIVELACION,Activo
