,IdInsti,NomInstituto,CorreoInstituto,TelefonoInstituto,DescripcionInstituto,EstadoInstituto,URL
2784,f9bd23a2-6943-11ed-a9ab-0242ac1c0002,Instituto Rosario Rivera,rosario.rivera@hotmail.com,0997341615,Distinctio incidunt soluta saepe quam sequi mollitia. Nostrum vero error unde. Illo repudiandae consectetur cupiditate id eos et aliquam.,Inactivo,universidadrosariorivera.com
2785,f9bd23e8-6943-11ed-a9ab-0242ac1c0002,Instituto Balduino Araujo,balduino.araujo@hotmail.com,0961538832,Maiores culpa accusantium aut eligendi labore mollitia. Amet aut ex earum. Tempora odit mollitia id. Blanditiis vitae optio omnis quibusdam minus aspernatur voluptatibus.,Inactivo,universidadbalduinoaraujo.com
2786,f9bd242e-6943-11ed-a9ab-0242ac1c0002,Instituto Consuela Girona,consuela.girona@hotmail.com,0930861467,Aperiam et deleniti nihil.,Inactivo,universidadconsuelagirona.com
2787,f9bd2474-6943-11ed-a9ab-0242ac1c0002,Instituto Ramón Román,ramón.román@hotmail.com,0944241856,Dolorem in ea cum odit voluptate. Ad praesentium perferendis.,Activo,universidadramónromán.com
2788,f9bd24ba-6943-11ed-a9ab-0242ac1c0002,Instituto Silvio Esteban,silvio.esteban@hotmail.com,0989773175,Adipisci hic eius corrupti voluptate debitis rem. Odit facilis atque repudiandae qui. Officia laboriosam adipisci minima fugit.,Activo,universidadsilvioesteban.com
2789,f9bd2500-6943-11ed-a9ab-0242ac1c0002,Instituto Jorge Zamorano,jorge.zamorano@hotmail.com,0954316273,Delectus dolorum animi distinctio quibusdam. Quos adipisci porro magni neque debitis tempore odit. Quas occaecati consectetur nostrum et aperiam.,Activo,universidadjorgezamorano.com
2790,f9bd2546-6943-11ed-a9ab-0242ac1c0002,Instituto Alma Velázquez,alma.velázquez@hotmail.com,0963522974,Dolores eligendi corporis dignissimos minima. Fugit aperiam voluptatem ipsa veritatis dolore sed. Veniam quod quos iure tempore nihil.,Activo,universidadalmavelázquez.com
2791,f9bd2582-6943-11ed-a9ab-0242ac1c0002,Instituto Azahara Madrigal,azahara.madrigal@hotmail.com,0963580738,Sed officia distinctio similique molestias animi veniam. Enim aut odio esse repellendus.,Inactivo,universidadazaharamadrigal.com
2792,f9bd25c8-6943-11ed-a9ab-0242ac1c0002,Instituto Mamen Gallardo,mamen.gallardo@hotmail.com,0967893227,Occaecati iure officia accusantium. Adipisci et omnis nihil fugiat consequuntur.,Inactivo,universidadmamengallardo.com
2793,f9bd260e-6943-11ed-a9ab-0242ac1c0002,Instituto Jeremías González,jeremías.gonzález@hotmail.com,0986480033,Temporibus nulla vel quod eaque similique nulla sequi. Nostrum quo cupiditate vel et velit.,Activo,universidadjeremíasgonzález.com
2794,f9bd2654-6943-11ed-a9ab-0242ac1c0002,Instituto Marino Montes,marino.montes@hotmail.com,0966612226,Doloremque recusandae beatae veniam aliquam odit. Necessitatibus atque dolorem natus. Tempore rerum illo molestiae libero aspernatur quos.,Activo,universidadmarinomontes.com
2795,f9bd269a-6943-11ed-a9ab-0242ac1c0002,Instituto Sabina Barceló,sabina.barceló@hotmail.com,0964708296,Non ipsum dolore dolor. Consectetur est magnam.,Inactivo,universidadsabinabarceló.com
2796,f9bd26d6-6943-11ed-a9ab-0242ac1c0002,Instituto Silvia Ugarte,silvia.ugarte@hotmail.com,0966405020,Sequi veritatis suscipit nisi distinctio. Tenetur asperiores illo. Maxime vitae possimus consequuntur culpa vitae.,Inactivo,universidadsilviaugarte.com
2797,f9bd271c-6943-11ed-a9ab-0242ac1c0002,Instituto Ximena Somoza,ximena.somoza@hotmail.com,0905709356,Ipsum occaecati ab amet incidunt ab illum. Adipisci suscipit nam natus voluptatibus voluptatum quaerat eligendi.,Inactivo,universidadximenasomoza.com
2798,f9bd2762-6943-11ed-a9ab-0242ac1c0002,Instituto Porfirio Escrivá,porfirio.escrivá@hotmail.com,0988406864,Quidem ad aut. Optio dolorum quas ea. Fugiat laborum ea.,Inactivo,universidadporfirioescrivá.com
2799,f9bd27a8-6943-11ed-a9ab-0242ac1c0002,Instituto Anselmo Velasco,anselmo.velasco@hotmail.com,0939520136,Voluptatem placeat fugit deserunt consequatur. Harum iste enim ratione ea ipsum placeat. Officia incidunt alias rerum aliquam ut.,Activo,universidadanselmovelasco.com
2800,f9bd27f8-6943-11ed-a9ab-0242ac1c0002,Instituto Raúl Arellano,raúl.arellano@hotmail.com,0932316028,Dicta culpa vitae aliquid culpa perferendis nisi. Dolorem atque recusandae quas ipsa maxime enim corrupti. Quo temporibus error.,Activo,universidadraúlarellano.com
2801,f9bd2866-6943-11ed-a9ab-0242ac1c0002,Instituto Candelas Lumbreras,candelas.lumbreras@hotmail.com,0981265506,Rerum occaecati cupiditate placeat rerum voluptatum quos nisi. Magni veritatis dolor maxime necessitatibus rem aut. Nihil sed quas quibusdam.,Activo,universidadcandelaslumbreras.com
2802,f9bd28ac-6943-11ed-a9ab-0242ac1c0002,Instituto Eloy Gras,eloy.gras@hotmail.com,0984711182,Laudantium facilis fugiat nesciunt temporibus inventore.,Inactivo,universidadeloygras.com
2803,f9bd28f2-6943-11ed-a9ab-0242ac1c0002,Instituto Piedad Moya,piedad.moya@hotmail.com,0901763082,Deleniti praesentium temporibus veniam. Minus dolorum quam saepe porro laudantium voluptas. Totam earum totam nam ullam.,Activo,universidadpiedadmoya.com
2804,f9bd292e-6943-11ed-a9ab-0242ac1c0002,Instituto Herminia Lorenzo,herminia.lorenzo@hotmail.com,0946074792,Sequi odit adipisci expedita laboriosam quod dolore non.,Activo,universidadherminialorenzo.com
2805,f9bd2974-6943-11ed-a9ab-0242ac1c0002,Instituto Edelmira Borrás,edelmira.borrás@hotmail.com,0912965472,Occaecati maxime placeat odio soluta voluptatum qui. A quibusdam eligendi provident.,Activo,universidadedelmiraborrás.com
2806,f9bd29ba-6943-11ed-a9ab-0242ac1c0002,Instituto Angélica Galan,angélica.galan@hotmail.com,0900159845,Laboriosam nulla modi nobis laboriosam asperiores. Voluptatibus sed illum laborum nihil.,Inactivo,universidadangélicagalan.com
2807,f9bd2a00-6943-11ed-a9ab-0242ac1c0002,Instituto Nieves Beltrán,nieves.beltrán@hotmail.com,0970173171,Laudantium sint esse voluptates recusandae magni. Molestias laudantium omnis necessitatibus.,Inactivo,universidadnievesbeltrán.com
2808,f9bd2a46-6943-11ed-a9ab-0242ac1c0002,Instituto Angelino Lledó,angelino.lledó@hotmail.com,0990025972,Cumque inventore deserunt dignissimos maxime natus. Ut doloribus maiores doloremque eaque occaecati.,Activo,universidadangelinolledó.com
2809,f9bd2a8c-6943-11ed-a9ab-0242ac1c0002,Instituto Manuelita Mercader,manuelita.mercader@hotmail.com,0917485183,Ab facere adipisci possimus vitae. Perferendis molestiae sint officia ea sed. Provident beatae repudiandae.,Inactivo,universidadmanuelitamercader.com
2810,f9bd2ad2-6943-11ed-a9ab-0242ac1c0002,Instituto Alfredo Carlos,alfredo.carlos@hotmail.com,0991614154,Est saepe id vero dicta sapiente ratione ipsam. Quam ex labore asperiores.,Activo,universidadalfredocarlos.com
2811,f9bd2b0e-6943-11ed-a9ab-0242ac1c0002,Instituto Ramón Viña,ramón.viña@hotmail.com,0963317323,Ipsum consequuntur ea optio magni mollitia. Totam ea qui quos tempore. Magnam impedit voluptate enim molestias perferendis repellendus quis.,Activo,universidadramónviña.com
2812,f9bd2b54-6943-11ed-a9ab-0242ac1c0002,Instituto Sara Anglada,sara.anglada@hotmail.com,0915909915,Quibusdam asperiores assumenda harum fuga. In blanditiis vero quod tenetur.,Activo,universidadsaraanglada.com
2813,f9bd2b9a-6943-11ed-a9ab-0242ac1c0002,Instituto Régulo Aragón,régulo.aragón@hotmail.com,0925836690,In delectus doloribus eius harum illum. Ullam odit quasi deserunt fugit voluptates. Amet nihil ducimus minima.,Inactivo,universidadréguloaragón.com
2814,f9bd2be0-6943-11ed-a9ab-0242ac1c0002,Instituto Hilda Barba,hilda.barba@hotmail.com,0958519429,Ab velit quibusdam minima ipsam repudiandae. Aliquid aperiam totam doloribus cumque eveniet accusantium. Odit quod alias occaecati aut numquam veniam.,Inactivo,universidadhildabarba.com
2815,f9bd2c26-6943-11ed-a9ab-0242ac1c0002,Instituto Silvestre Campos,silvestre.campos@hotmail.com,0991834098,Cum dicta consequatur in rerum repellat. Corporis accusantium est in omnis enim sequi. Quaerat quae iusto unde iure.,Activo,universidadsilvestrecampos.com
2816,f9bd2c6c-6943-11ed-a9ab-0242ac1c0002,Instituto Petrona Cuenca,petrona.cuenca@hotmail.com,0946480516,Aspernatur expedita voluptatum molestiae deserunt cum. Necessitatibus qui explicabo mollitia.,Inactivo,universidadpetronacuenca.com
2817,f9bd2cc6-6943-11ed-a9ab-0242ac1c0002,Instituto Artemio Rey,artemio.rey@hotmail.com,0912042974,Hic dignissimos ad totam.,Activo,universidadartemiorey.com
2818,f9bd2d2a-6943-11ed-a9ab-0242ac1c0002,Instituto Anita Puente,anita.puente@hotmail.com,0979994172,Quisquam voluptatem odit. Dolore quo quod hic ex consequuntur sint.,Activo,universidadanitapuente.com
2819,f9bd2d7a-6943-11ed-a9ab-0242ac1c0002,Instituto Marcial Amorós,marcial.amorós@hotmail.com,0989026130,Odit eos quaerat necessitatibus impedit quod recusandae. Quas animi aut id. Animi fuga aut hic quod quod.,Inactivo,universidadmarcialamorós.com
2820,f9bd2db6-6943-11ed-a9ab-0242ac1c0002,Instituto Caridad Paredes,caridad.paredes@hotmail.com,0977395534,Asperiores non occaecati distinctio labore. Ab atque cumque molestias molestias. Accusantium similique odit quae cupiditate sed.,Activo,universidadcaridadparedes.com
2821,f9bd2dfc-6943-11ed-a9ab-0242ac1c0002,Instituto Micaela Rojas,micaela.rojas@hotmail.com,0946268344,Eum error non harum illo perferendis. Ad sit impedit sint eligendi cupiditate. Earum impedit eligendi nesciunt aliquam maiores repudiandae voluptatibus. Earum soluta harum reprehenderit sequi quaerat.,Activo,universidadmicaelarojas.com
2822,f9bd2e56-6943-11ed-a9ab-0242ac1c0002,Instituto Emilio Cervantes,emilio.cervantes@hotmail.com,0954540330,Blanditiis modi nemo eveniet minus fugit. Quaerat cum ea voluptatum voluptatibus.,Activo,universidademiliocervantes.com
2823,f9bd2e92-6943-11ed-a9ab-0242ac1c0002,Instituto Sergio Morán,sergio.morán@hotmail.com,0914488034,Quia nesciunt inventore repellat corrupti. Eaque quo quos voluptate corporis ducimus magnam.,Inactivo,universidadsergiomorán.com
2824,f9bd2ee2-6943-11ed-a9ab-0242ac1c0002,Instituto Benita Tejera,benita.tejera@hotmail.com,0946217277,Vel sequi ipsam facere. Suscipit deleniti unde culpa saepe architecto. Laboriosam sit architecto ipsum impedit quibusdam ratione sit.,Inactivo,universidadbenitatejera.com
2825,f9bd2f28-6943-11ed-a9ab-0242ac1c0002,Instituto Virgilio Naranjo,virgilio.naranjo@hotmail.com,0962368732,Quam vero dignissimos molestiae doloribus. Vitae harum saepe doloremque perferendis praesentium. Deleniti quod sed facilis quos beatae numquam.,Activo,universidadvirgilionaranjo.com
2826,f9bd2f6e-6943-11ed-a9ab-0242ac1c0002,Instituto Silvestre Fuster,silvestre.fuster@hotmail.com,0910938647,Magni perspiciatis sequi quia. Nihil quam ipsum sapiente sint eveniet quas.,Inactivo,universidadsilvestrefuster.com
2827,f9bd2fbe-6943-11ed-a9ab-0242ac1c0002,Instituto Amaro Prieto,amaro.prieto@hotmail.com,0915083785,Est minus cumque mollitia ea.,Activo,universidadamaroprieto.com
2828,f9bd3004-6943-11ed-a9ab-0242ac1c0002,Instituto Cayetano Jordá,cayetano.jordá@hotmail.com,0964096265,Aliquam magnam nostrum optio eos temporibus veniam. Iste quasi laborum reiciendis.,Inactivo,universidadcayetanojordá.com
2829,f9bd3054-6943-11ed-a9ab-0242ac1c0002,Instituto Eli Millán,eli.millán@hotmail.com,0978015844,Nesciunt saepe debitis aperiam eaque impedit. Accusantium praesentium alias. Culpa sed quae ad nulla.,Activo,universidadelimillán.com
2830,f9bd309a-6943-11ed-a9ab-0242ac1c0002,Instituto Itziar Sevilla,itziar.sevilla@hotmail.com,0939452879,Odio voluptatem dolorum nam sunt voluptatum quibusdam. Corrupti exercitationem aspernatur distinctio quibusdam cumque dolore libero. Sit velit molestias architecto consequuntur adipisci.,Activo,universidaditziarsevilla.com
2831,f9bd30ea-6943-11ed-a9ab-0242ac1c0002,Instituto Martin Frutos,martin.frutos@hotmail.com,0947352949,Dolorum quos sit quasi dolor. Corrupti molestiae quaerat ea beatae.,Activo,universidadmartinfrutos.com
2832,f9bd3176-6943-11ed-a9ab-0242ac1c0002,Instituto Elías Casanovas,elías.casanovas@hotmail.com,0931339034,Ipsum nemo omnis laboriosam consequuntur. Non at reprehenderit ex provident temporibus.,Activo,universidadelíascasanovas.com
2833,f9bd31c6-6943-11ed-a9ab-0242ac1c0002,Instituto Severo Espada,severo.espada@hotmail.com,0924272941,A itaque numquam nostrum doloribus. Quisquam eum provident consequatur.,Inactivo,universidadseveroespada.com
2834,f9bd3216-6943-11ed-a9ab-0242ac1c0002,Instituto Rosenda Daza,rosenda.daza@hotmail.com,0935371223,Earum suscipit sequi recusandae explicabo velit. Maxime quos molestias quibusdam debitis ea rem. Quam magnam ipsum error officia.,Activo,universidadrosendadaza.com
2835,f9bd327a-6943-11ed-a9ab-0242ac1c0002,Instituto David Checa,david.checa@hotmail.com,0916225035,Ea hic excepturi pariatur optio commodi sapiente asperiores. Qui iure tempore officia reiciendis.,Activo,universidaddavidcheca.com
2836,f9bd32e8-6943-11ed-a9ab-0242ac1c0002,Instituto Hipólito Iriarte,hipólito.iriarte@hotmail.com,0944700916,Sint id nemo repellendus est nemo facilis.,Inactivo,universidadhipólitoiriarte.com
2837,f9bd332e-6943-11ed-a9ab-0242ac1c0002,Instituto Sarita Valderrama,sarita.valderrama@hotmail.com,0992144224,Quas porro modi nobis. Nisi facere nisi rerum. Mollitia ab nulla eligendi nam.,Inactivo,universidadsaritavalderrama.com
2838,f9bd3374-6943-11ed-a9ab-0242ac1c0002,Instituto Adalberto Poza,adalberto.poza@hotmail.com,0971969361,Quisquam aspernatur incidunt unde fugit perspiciatis. Ea dignissimos sapiente quidem repudiandae voluptatem in deleniti. Eius cupiditate a rerum doloremque asperiores illum.,Activo,universidadadalbertopoza.com
2839,f9bd33ba-6943-11ed-a9ab-0242ac1c0002,Instituto Baudelio Garay,baudelio.garay@hotmail.com,0991848185,Itaque cumque saepe libero. Aliquam iusto et omnis.,Inactivo,universidadbaudeliogaray.com
2840,f9bd3400-6943-11ed-a9ab-0242ac1c0002,Instituto Dolores Alcalde,dolores.alcalde@hotmail.com,0963007054,Neque adipisci quasi iste numquam sit possimus. Optio mollitia illo quos illum at quae excepturi.,Activo,universidaddoloresalcalde.com
2841,f9bd3446-6943-11ed-a9ab-0242ac1c0002,Instituto Espiridión Calderon,espiridión.calderon@hotmail.com,0923939964,Suscipit laudantium ullam dicta. Corporis veritatis esse nesciunt. Quibusdam veniam numquam aliquid.,Activo,universidadespiridióncalderon.com
2842,f9bd348c-6943-11ed-a9ab-0242ac1c0002,Instituto María Manuela Mármol,maría manuela.mármol@hotmail.com,0917669738,Numquam ipsum iure dolor corrupti esse. Illo eaque id vero mollitia.,Inactivo,universidadmaría manuelamármol.com
2843,f9bd34d2-6943-11ed-a9ab-0242ac1c0002,Instituto Malena Sáez,malena.sáez@hotmail.com,0933499132,Nobis non voluptas odio consequuntur.,Inactivo,universidadmalenasáez.com
2844,f9bd350e-6943-11ed-a9ab-0242ac1c0002,Instituto Fortunato Borrell,fortunato.borrell@hotmail.com,0962146357,Incidunt tenetur deleniti in libero quos.,Activo,universidadfortunatoborrell.com
2845,f9bd3554-6943-11ed-a9ab-0242ac1c0002,Instituto Isaac Pozo,isaac.pozo@hotmail.com,0974961805,Sunt tempora repellendus numquam. Deleniti labore tempora.,Inactivo,universidadisaacpozo.com
2846,f9bd359a-6943-11ed-a9ab-0242ac1c0002,Instituto Estrella Caballero,estrella.caballero@hotmail.com,0914651883,Ea minus id accusamus. Temporibus soluta ipsa occaecati illo.,Inactivo,universidadestrellacaballero.com
2847,f9bd35e0-6943-11ed-a9ab-0242ac1c0002,Instituto Juan Carlos Calleja,juan carlos.calleja@hotmail.com,0921170886,Tempora excepturi exercitationem assumenda dolorem voluptatum. Sunt occaecati pariatur dolore repudiandae quisquam repellendus.,Activo,universidadjuan carloscalleja.com
2848,f9bd361c-6943-11ed-a9ab-0242ac1c0002,Instituto Agapito Campoy,agapito.campoy@hotmail.com,0926194970,Odio blanditiis ipsum ipsum voluptatibus eveniet. Officiis repellat velit. Accusantium suscipit iure nobis earum neque tenetur consequatur.,Inactivo,universidadagapitocampoy.com
2849,f9bd3662-6943-11ed-a9ab-0242ac1c0002,Instituto Saturnina Cal,saturnina.cal@hotmail.com,0936085113,Commodi reiciendis ea earum in quia. Aut fuga aut officia molestias.,Activo,universidadsaturninacal.com
2850,f9bd36a8-6943-11ed-a9ab-0242ac1c0002,Instituto Godofredo Aliaga,godofredo.aliaga@hotmail.com,0938824332,Necessitatibus est nisi. Saepe perferendis similique a quasi repellendus.,Activo,universidadgodofredoaliaga.com
2851,f9bd36ee-6943-11ed-a9ab-0242ac1c0002,Instituto Manu Barrena,manu.barrena@hotmail.com,0991819086,Ad aliquam labore autem expedita voluptatibus et. Consequatur vero aliquam dolore adipisci in fuga placeat.,Activo,universidadmanubarrena.com
2852,f9bd3748-6943-11ed-a9ab-0242ac1c0002,Instituto Salomón Amorós,salomón.amorós@hotmail.com,0934596875,Sapiente animi consequatur aspernatur maxime voluptas assumenda repudiandae. Eaque libero consequatur voluptate voluptatum similique. Vero tempora ea quia iusto. Amet odio voluptate necessitatibus accusamus eos reprehenderit.,Activo,universidadsalomónamorós.com
2853,f9bd378e-6943-11ed-a9ab-0242ac1c0002,Instituto Oriana Valcárcel,oriana.valcárcel@hotmail.com,0902579573,Suscipit voluptatem quod sed impedit. Officiis nam minus.,Activo,universidadorianavalcárcel.com
2854,f9bd37d4-6943-11ed-a9ab-0242ac1c0002,Instituto Albino Gracia,albino.gracia@hotmail.com,0921346383,Pariatur quae saepe similique. Aliquid expedita fuga sed modi unde dignissimos.,Activo,universidadalbinogracia.com
2855,f9bd381a-6943-11ed-a9ab-0242ac1c0002,Instituto Sandalio Espinosa,sandalio.espinosa@hotmail.com,0991975424,Magni et hic ex. Numquam voluptas ab vel aliquid fugit debitis.,Activo,universidadsandalioespinosa.com
2856,f9bd38ce-6943-11ed-a9ab-0242ac1c0002,Instituto Ester Goñi,ester.goñi@hotmail.com,0918416727,Porro porro at ipsa. Ratione impedit adipisci.,Activo,universidadestergoñi.com
2857,f9bd3932-6943-11ed-a9ab-0242ac1c0002,Instituto Ágata Gámez,ágata.gámez@hotmail.com,0968386413,Accusantium enim fuga cum. Autem qui quidem.,Activo,universidadágatagámez.com
2858,f9bd3978-6943-11ed-a9ab-0242ac1c0002,Instituto Nicodemo Abad,nicodemo.abad@hotmail.com,0966624751,Dolor consectetur veritatis architecto officiis molestias. Illo quis delectus. Vitae iure iste voluptatibus provident libero odio.,Inactivo,universidadnicodemoabad.com
2859,f9bd39be-6943-11ed-a9ab-0242ac1c0002,Instituto Celestino Borja,celestino.borja@hotmail.com,0904801028,Vero consequuntur dolores autem magni ad sunt. Eos necessitatibus consequatur asperiores repellat commodi deserunt. Culpa ratione ipsam quidem.,Inactivo,universidadcelestinoborja.com
2860,f9bd3a2c-6943-11ed-a9ab-0242ac1c0002,Instituto Rosario Pellicer,rosario.pellicer@hotmail.com,0928343010,Asperiores voluptates quas dignissimos vitae laboriosam consequuntur doloremque. Mollitia dolorem veniam officiis.,Inactivo,universidadrosariopellicer.com
2861,f9bd3a72-6943-11ed-a9ab-0242ac1c0002,Instituto Bibiana Galiano,bibiana.galiano@hotmail.com,0967867385,Assumenda veritatis laborum facere inventore vitae voluptatum neque. Architecto velit error voluptatibus animi adipisci. Possimus expedita quisquam tempora.,Inactivo,universidadbibianagaliano.com
2862,f9bd3ab8-6943-11ed-a9ab-0242ac1c0002,Instituto Ildefonso Torrens,ildefonso.torrens@hotmail.com,0954761949,Non a enim suscipit. Laboriosam repellat quis amet natus dignissimos.,Activo,universidadildefonsotorrens.com
2863,f9bd3b12-6943-11ed-a9ab-0242ac1c0002,Instituto Pablo Garay,pablo.garay@hotmail.com,0918845256,Ab cupiditate fugit odio. Explicabo officia molestiae labore eligendi quibusdam provident.,Inactivo,universidadpablogaray.com
2864,f9bd3b58-6943-11ed-a9ab-0242ac1c0002,Instituto Carla Barros,carla.barros@hotmail.com,0977503333,Soluta unde maxime consectetur harum assumenda. Quo reprehenderit at aliquid. Perspiciatis dicta nihil id.,Inactivo,universidadcarlabarros.com
2865,f9bd3b9e-6943-11ed-a9ab-0242ac1c0002,Instituto Dolores Pujadas,dolores.pujadas@hotmail.com,0965911101,Quibusdam veniam quisquam laudantium vero iusto. Dolor atque nesciunt officia dolorem aspernatur quos. Eveniet qui nihil voluptate.,Activo,universidaddolorespujadas.com
2866,f9bd3bf8-6943-11ed-a9ab-0242ac1c0002,Instituto Ainara Mateu,ainara.mateu@hotmail.com,0937864699,Provident saepe assumenda sequi fuga corporis commodi. Fuga at ut.,Inactivo,universidadainaramateu.com
2867,f9bd3c34-6943-11ed-a9ab-0242ac1c0002,Instituto Bernarda Flor,bernarda.flor@hotmail.com,0989676340,Ab nesciunt tenetur rem. Unde cum corrupti quos libero necessitatibus numquam.,Inactivo,universidadbernardaflor.com
2868,f9bd3c84-6943-11ed-a9ab-0242ac1c0002,Instituto Inés Garmendia,inés.garmendia@hotmail.com,0980043391,Totam iusto deleniti quis saepe alias repellat. Perspiciatis eius reiciendis illum ea mollitia libero.,Inactivo,universidadinésgarmendia.com
2869,f9bd3cde-6943-11ed-a9ab-0242ac1c0002,Instituto Abril Villar,abril.villar@hotmail.com,0954189857,Perspiciatis culpa unde beatae odit doloribus. Repudiandae doloribus nesciunt. Fugit alias odio quis illo saepe. Quos minima accusamus totam.,Activo,universidadabrilvillar.com
2870,f9bd3d24-6943-11ed-a9ab-0242ac1c0002,Instituto Salomé Villaverde,salomé.villaverde@hotmail.com,0945646134,Distinctio id eveniet placeat quas.,Activo,universidadsalomévillaverde.com
2871,f9bd3d6a-6943-11ed-a9ab-0242ac1c0002,Instituto Encarnita Corral,encarnita.corral@hotmail.com,0954363485,Itaque cum alias ducimus id dolore. Tempora assumenda sint molestias excepturi quibusdam fugit.,Activo,universidadencarnitacorral.com
2872,f9bd3dba-6943-11ed-a9ab-0242ac1c0002,Instituto Sosimo Velasco,sosimo.velasco@hotmail.com,0907027832,Quae cumque enim mollitia nam eos debitis non. Dolorum libero cum doloremque. Atque doloribus quia aliquid.,Inactivo,universidadsosimovelasco.com
2873,f9bd3e00-6943-11ed-a9ab-0242ac1c0002,Instituto Seve Palmer,seve.palmer@hotmail.com,0920432023,Iste veritatis voluptatibus doloremque asperiores quasi. Natus optio molestiae ducimus. Magnam provident omnis dolor.,Activo,universidadsevepalmer.com
2874,f9bd3e46-6943-11ed-a9ab-0242ac1c0002,Instituto Montserrat Arévalo,montserrat.arévalo@hotmail.com,0944450772,Officiis iure dignissimos quis id. Aliquid fugiat nostrum ab molestiae quos rem.,Inactivo,universidadmontserratarévalo.com
2875,f9bd3e8c-6943-11ed-a9ab-0242ac1c0002,Instituto José Ángel Villaverde,josé ángel.villaverde@hotmail.com,0963385843,Incidunt nam magni quia sapiente illo facilis laudantium. Possimus voluptate delectus quam autem id libero.,Activo,universidadjosé ángelvillaverde.com
2876,f9bd3ed2-6943-11ed-a9ab-0242ac1c0002,Instituto Alejandra Carbajo,alejandra.carbajo@hotmail.com,0921511068,Aperiam omnis fuga placeat saepe neque similique at. Inventore pariatur esse enim consectetur velit a animi.,Activo,universidadalejandracarbajo.com
2877,f9bd3f18-6943-11ed-a9ab-0242ac1c0002,Instituto Ignacia Salinas,ignacia.salinas@hotmail.com,0932620509,Dignissimos blanditiis quos labore sunt quibusdam labore adipisci. Iure quas aperiam. Vero quaerat explicabo sequi tempora libero molestiae.,Inactivo,universidadignaciasalinas.com
2878,f9bd3f54-6943-11ed-a9ab-0242ac1c0002,Instituto Agapito Molins,agapito.molins@hotmail.com,0932749408,Voluptatibus nesciunt vitae. Quod beatae possimus esse quod quis laborum voluptatum.,Activo,universidadagapitomolins.com
2879,f9bd3f9a-6943-11ed-a9ab-0242ac1c0002,Instituto Rubén Gascón,rubén.gascón@hotmail.com,0963137605,Et quod similique aperiam quo quisquam quia. Ab nihil numquam velit iusto laboriosam iste.,Activo,universidadrubéngascón.com
2880,f9bd3fe0-6943-11ed-a9ab-0242ac1c0002,Instituto Baudelio Ribera,baudelio.ribera@hotmail.com,0920364125,Accusamus ad ipsa velit. Et possimus ratione. Consectetur saepe deserunt sunt assumenda rerum repellendus libero.,Activo,universidadbaudelioribera.com
2881,f9bd4026-6943-11ed-a9ab-0242ac1c0002,Instituto Leandro Escudero,leandro.escudero@hotmail.com,0984152560,Sequi inventore asperiores iste perferendis. Quos dolorum fugiat.,Activo,universidadleandroescudero.com
2882,f9bd4062-6943-11ed-a9ab-0242ac1c0002,Instituto Horacio Pedro,horacio.pedro@hotmail.com,0964482410,Autem placeat voluptates. Dicta maxime laudantium soluta qui dolore necessitatibus. Quos sunt fugiat ut quisquam molestias ullam ratione. Tempore aliquid dolor voluptates voluptas.,Activo,universidadhoraciopedro.com
2883,f9bd40a8-6943-11ed-a9ab-0242ac1c0002,Instituto Geraldo Abellán,geraldo.abellán@hotmail.com,0950316026,Magni magnam modi harum ad laborum suscipit beatae. Et animi ea culpa temporibus adipisci. Quos odit magnam nostrum.,Inactivo,universidadgeraldoabellán.com
2884,f9bd40ee-6943-11ed-a9ab-0242ac1c0002,Instituto Miriam Elorza,miriam.elorza@hotmail.com,0991332825,Sapiente accusamus tempore amet iste amet. Occaecati saepe nulla sed ut ad.,Inactivo,universidadmiriamelorza.com
2885,f9bd4134-6943-11ed-a9ab-0242ac1c0002,Instituto Eva Córdoba,eva.córdoba@hotmail.com,0997373807,Libero illum sunt ex ratione. Iusto alias cum praesentium quas placeat. Assumenda molestiae nihil iure nam reprehenderit.,Inactivo,universidadevacórdoba.com
2886,f9bd41a2-6943-11ed-a9ab-0242ac1c0002,Instituto Gerardo Amigó,gerardo.amigó@hotmail.com,0980071527,Minus minima nulla necessitatibus nesciunt molestiae tempore. Fugiat mollitia sapiente deleniti.,Inactivo,universidadgerardoamigó.com
2887,f9bd41e8-6943-11ed-a9ab-0242ac1c0002,Instituto María Carmen Acuña,maría carmen.acuña@hotmail.com,0974970312,Id unde cupiditate autem ad eum. Nemo voluptates consequuntur laboriosam deleniti ad soluta.,Inactivo,universidadmaría carmenacuña.com
2888,f9bd422e-6943-11ed-a9ab-0242ac1c0002,Instituto Mohamed Córdoba,mohamed.córdoba@hotmail.com,0940357863,Praesentium adipisci est dignissimos eos accusamus. Aliquid voluptatem id harum dolorum laudantium. Consequatur pariatur beatae alias.,Inactivo,universidadmohamedcórdoba.com
2889,f9bd4274-6943-11ed-a9ab-0242ac1c0002,Instituto Fortunato Sancho,fortunato.sancho@hotmail.com,0929901806,Alias quis quod eum cum illo. Adipisci velit impedit vero iste. Quasi architecto rem error totam repellendus. Laudantium porro eius maiores nihil consequatur.,Activo,universidadfortunatosancho.com
2890,f9bd42ba-6943-11ed-a9ab-0242ac1c0002,Instituto Carlota Escamilla,carlota.escamilla@hotmail.com,0916696961,Veniam modi architecto sunt et. Voluptatibus quisquam repudiandae magni quam temporibus. Eaque aliquam incidunt aperiam magnam numquam quibusdam.,Activo,universidadcarlotaescamilla.com
